Row Names,instance_auroc,full_pixel_auroc,anomaly_pixel_auroc
btad_07_brightness_histogram,0.9737609329446064,0.9659625620297695,0.9506080552144297
Mean,0.9737609329446064,0.9659625620297695,0.9506080552144297
