Row Names,instance_auroc,full_pixel_auroc,anomaly_pixel_auroc
btad_10_histogram_eq_ring,0.9757045675413021,0.9745457058044739,0.9629225490224649
Mean,0.9757045675413021,0.9745457058044739,0.9629225490224649
