Row Names,instance_auroc,full_pixel_auroc,anomaly_pixel_auroc
btad_08_all_combo,0.9718172983479106,0.9660537503880475,0.9508315841527587
Mean,0.9718172983479106,0.9660537503880475,0.9508315841527587
