Row Names,instance_auroc,full_pixel_auroc,anomaly_pixel_auroc
btad_06_brightness_clahe,0.9659863945578231,0.9691664803397504,0.9549911282391893
Mean,0.9659863945578231,0.9691664803397504,0.9549911282391893
