Row Names,instance_auroc,full_pixel_auroc,anomaly_pixel_auroc
btad_03_brightness,0.9795918367346939,0.9698462850409044,0.9557851395671081
Mean,0.9795918367346939,0.9698462850409044,0.9557851395671081
