Row Names,instance_auroc,full_pixel_auroc,anomaly_pixel_auroc
btad_09_brightness_0.5,0.9679300291545189,0.6348979623765213,0.5672067879006104
Mean,0.9679300291545189,0.6348979623765213,0.5672067879006104
