Row Names,instance_auroc,full_pixel_auroc,anomaly_pixel_auroc
btad_04_histogram_eq,0.9514091350826045,0.968013077829884,0.953655125156277
Mean,0.9514091350826045,0.968013077829884,0.953655125156277
